"GEO_ID","H011001","H011002","H011003","H011004","NAME"
"id","Total population in occupied housing units","Total population in occupied housing units!!Owned with a mortgage or a loan","Total population in occupied housing units!!Owned free and clear","Total population in occupied housing units!!Renter occupied","Geographic Area Name"
"8600000US92256","3583","1830","692","1061","ZCTA5 92256"
"8600000US92257","2326","311","1142","873","ZCTA5 92257"
"8600000US92258","801","192","193","416","ZCTA5 92258"
"8600000US92259","390","128","160","102","ZCTA5 92259"
"8600000US92260","31501","12468","6932","12101","ZCTA5 92260"
"8600000US92262","25813","10023","3755","12035","ZCTA5 92262"
"8600000US92264","19269","7145","4854","7270","ZCTA5 92264"
"8600000US92266","234","18","66","150","ZCTA5 92266"
"8600000US92267","126","32","49","45","ZCTA5 92267"
"8600000US92268","574","253","246","75","ZCTA5 92268"
"8600000US92270","17156","8842","5005","3309","ZCTA5 92270"
"8600000US92273","1823","741","196","886","ZCTA5 92273"
"8600000US92274","19771","3574","4562","11635","ZCTA5 92274"
"8600000US92275","1506","653","349","504","ZCTA5 92275"
"8600000US92276","7553","3716","1753","2084","ZCTA5 92276"
"8600000US92277","23911","6431","2358","15122","ZCTA5 92277"
"8600000US92278","499","6","0","493","ZCTA5 92278"
"8600000US92280","14","2","7","5","ZCTA5 92280"
"8600000US92281","2432","907","314","1211","ZCTA5 92281"
"8600000US92282","1239","663","212","364","ZCTA5 92282"
"8600000US92283","3108","285","1391","1432","ZCTA5 92283"
"8600000US92284","24876","11592","3816","9468","ZCTA5 92284"
"8600000US92285","2632","1060","909","663","ZCTA5 92285"
"8600000US92301","30962","15758","1635","13569","ZCTA5 92301"
"8600000US92304","12","0","2","10","ZCTA5 92304"
"8600000US92305","534","318","85","131","ZCTA5 92305"
"8600000US92307","37363","20870","4359","12134","ZCTA5 92307"
"8600000US92308","39628","21900","4816","12912","ZCTA5 92308"
"8600000US92309","759","97","321","341","ZCTA5 92309"
"8600000US92310","7507","41","30","7436","ZCTA5 92310"
"8600000US92311","31473","12283","4477","14713","ZCTA5 92311"
"8600000US92313","11912","6391","1448","4073","ZCTA5 92313"
"8600000US92314","10140","5279","1359","3502","ZCTA5 92314"
"8600000US92315","5068","1852","908","2308","ZCTA5 92315"
"8600000US92316","30606","18551","2992","9063","ZCTA5 92316"
"8600000US92320","7737","3900","2070","1767","ZCTA5 92320"
"8600000US92321","1503","728","168","607","ZCTA5 92321"
"8600000US92322","1257","789","191","277","ZCTA5 92322"
"8600000US92324","56171","26408","4728","25035","ZCTA5 92324"
"8600000US92325","9344","5190","1226","2928","ZCTA5 92325"
"8600000US92327","632","106","195","331","ZCTA5 92327"
"8600000US92328","428","22","104","302","ZCTA5 92328"
"8600000US92332","65","4","30","31","ZCTA5 92332"
"8600000US92333","472","227","116","129","ZCTA5 92333"
"8600000US92335","95124","45695","6565","42864","ZCTA5 92335"
"8600000US92336","88240","68208","3107","16925","ZCTA5 92336"
"8600000US92337","37813","27560","1366","8887","ZCTA5 92337"
"8600000US92338","12","3","1","8","ZCTA5 92338"
"8600000US92339","885","524","114","247","ZCTA5 92339"
"8600000US92341","410","215","75","120","ZCTA5 92341"
"8600000US92342","6291","3362","1041","1888","ZCTA5 92342"
"8600000US92344","20766","14938","1250","4578","ZCTA5 92344"
"8600000US92345","78690","43181","7083","28426","ZCTA5 92345"
"8600000US92346","53099","30779","5540","16780","ZCTA5 92346"
"8600000US92347","1692","610","502","580","ZCTA5 92347"
"8600000US92352","8004","4916","1033","2055","ZCTA5 92352"
"8600000US92354","20693","7696","1955","11042","ZCTA5 92354"
"8600000US92356","6412","2725","1517","2170","ZCTA5 92356"
"8600000US92358","707","357","159","191","ZCTA5 92358"
"8600000US92359","7990","4327","864","2799","ZCTA5 92359"
"8600000US92363","5316","1637","1232","2447","ZCTA5 92363"
"8600000US92364","90","12","21","57","ZCTA5 92364"
"8600000US92365","2578","926","807","845","ZCTA5 92365"
"8600000US92368","1113","391","255","467","ZCTA5 92368"
"8600000US92371","16721","10542","2153","4026","ZCTA5 92371"
"8600000US92372","6219","3845","916","1458","ZCTA5 92372"
"8600000US92373","32794","14756","3894","14144","ZCTA5 92373"
"8600000US92374","38478","20262","3940","14276","ZCTA5 92374"
"8600000US92376","81124","42090","7074","31960","ZCTA5 92376"
"8600000US92377","19948","15720","1291","2937","ZCTA5 92377"
"8600000US92378","183","107","20","56","ZCTA5 92378"
"8600000US92382","5268","3177","567","1524","ZCTA5 92382"
"8600000US92384","36","0","12","24","ZCTA5 92384"
"8600000US92385","313","192","44","77","ZCTA5 92385"
"8600000US92386","2270","982","306","982","ZCTA5 92386"
"8600000US92389","156","10","86","60","ZCTA5 92389"
"8600000US92391","2518","1301","206","1011","ZCTA5 92391"
"8600000US92392","54747","33838","3425","17484","ZCTA5 92392"
"8600000US92394","28716","16291","1305","11120","ZCTA5 92394"
"8600000US92395","41901","17887","4000","20014","ZCTA5 92395"
"8600000US92397","4894","2871","730","1293","ZCTA5 92397"
"8600000US92398","1379","498","300","581","ZCTA5 92398"
"8600000US92399","51899","29622","8530","13747","ZCTA5 92399"
"8600000US92401","1847","215","92","1540","ZCTA5 92401"
"8600000US92404","57252","22784","4157","30311","ZCTA5 92404"
"8600000US92405","28717","11573","1840","15304","ZCTA5 92405"
"8600000US92407","54097","30042","3322","20733","ZCTA5 92407"
"8600000US92408","13374","4483","1017","7874","ZCTA5 92408"
"8600000US92410","48689","15863","5511","27315","ZCTA5 92410"
"8600000US92411","25735","9822","3015","12898","ZCTA5 92411"
"8600000US92501","19513","8648","1432","9433","ZCTA5 92501"
"8600000US92503","83511","48999","5627","28885","ZCTA5 92503"
"8600000US92504","52298","27417","4720","20161","ZCTA5 92504"
"8600000US92505","46814","22333","3251","21230","ZCTA5 92505"
"8600000US92506","43386","26908","5047","11431","ZCTA5 92506"
"8600000US92507","51733","15693","3424","32616","ZCTA5 92507"
"8600000US92508","34888","27162","1594","6132","ZCTA5 92508"
"8600000US92509","74445","43880","6667","23898","ZCTA5 92509"
"8600000US92518","1014","24","95","895","ZCTA5 92518"
"8600000US92530","49641","26102","3311","20228","ZCTA5 92530"
"8600000US92532","18637","12945","805","4887","ZCTA5 92532"
"8600000US92536","3792","2145","780","867","ZCTA5 92536"
"8600000US92539","4734","2167","1193","1374","ZCTA5 92539"
"8600000US92543","33132","10519","6129","16484","ZCTA5 92543"
"8600000US92544","44471","22905","6284","15282","ZCTA5 92544"
"8600000US92545","39313","18781","7314","13218","ZCTA5 92545"
"8600000US92548","6633","2581","1514","2538","ZCTA5 92548"
"8600000US92549","3577","1721","740","1116","ZCTA5 92549"
"8600000US92551","30763","20070","1602","9091","ZCTA5 92551"
"8600000US92553","73421","35916","3095","34410","ZCTA5 92553"
"8600000US92555","38997","27666","1732","9599","ZCTA5 92555"
"8600000US92557","50198","31512","2674","16012","ZCTA5 92557"
"8600000US92561","1654","832","541","281","ZCTA5 92561"
"8600000US92562","61888","40526","4351","17011","ZCTA5 92562"
"8600000US92563","52519","35438","2651","14430","ZCTA5 92563"
"8600000US92567","9442","6014","1015","2413","ZCTA5 92567"
"8600000US92570","53349","28153","6305","18891","ZCTA5 92570"
"8600000US92571","52359","33242","2214","16903","ZCTA5 92571"
"8600000US92582","15593","10713","1006","3874","ZCTA5 92582"
"8600000US92583","29705","13999","4172","11534","ZCTA5 92583"
"8600000US92584","43355","30893","2711","9751","ZCTA5 92584"
"8600000US92585","17784","11780","1664","4340","ZCTA5 92585"
"8600000US92586","19685","9851","4421","5413","ZCTA5 92586"
"8600000US92587","16654","10976","1622","4056","ZCTA5 92587"
"8600000US92590","3565","1674","326","1565","ZCTA5 92590"
"8600000US92591","38188","22312","1883","13993","ZCTA5 92591"
"8600000US92592","72401","51986","3781","16634","ZCTA5 92592"
"8600000US92595","29817","19625","2523","7669","ZCTA5 92595"
"8600000US92596","23164","17189","990","4985","ZCTA5 92596"
"8600000US92602","22871","11495","882","10494","ZCTA5 92602"
"8600000US92603","20164","12108","2026","6030","ZCTA5 92603"
"8600000US92604","26810","14415","2587","9808","ZCTA5 92604"
"8600000US92606","21362","9346","1444","10572","ZCTA5 92606"
"8600000US92610","11248","8480","393","2375","ZCTA5 92610"
"8600000US92612","26463","7642","1711","17110","ZCTA5 92612"
"8600000US92614","24748","10781","1657","12310","ZCTA5 92614"
"8600000US92617","9189","2105","302","6782","ZCTA5 92617"
"8600000US92618","15840","5310","884","9646","ZCTA5 92618"
"8600000US92620","38433","21838","3364","13231","ZCTA5 92620"
"8600000US92624","7056","3390","919","2747","ZCTA5 92624"
"8600000US92625","12478","6259","2164","4055","ZCTA5 92625"
"8600000US92626","47722","19231","3749","24742","ZCTA5 92626"
"8600000US92627","60142","16779","3287","40076","ZCTA5 92627"
"8600000US92629","25707","12110","2961","10636","ZCTA5 92629"
"8600000US92630","58667","35187","4583","18897","ZCTA5 92630"
"8600000US92637","15845","4537","7993","3315","ZCTA5 92637"
"8600000US92646","55018","33923","8284","12811","ZCTA5 92646"
"8600000US92647","56991","22288","5446","29257","ZCTA5 92647"
"8600000US92648","44924","20672","3827","20425","ZCTA5 92648"
"8600000US92649","32426","17035","4190","11201","ZCTA5 92649"
"8600000US92651","23774","12172","3468","8134","ZCTA5 92651"
"8600000US92653","28922","18842","2555","7525","ZCTA5 92653"
"8600000US92655","8234","3094","814","4326","ZCTA5 92655"
"8600000US92656","48577","29244","1410","17923","ZCTA5 92656"
"8600000US92657","9741","6550","1087","2104","ZCTA5 92657"
"8600000US92660","34758","17143","4193","13422","ZCTA5 92660"
"8600000US92661","3732","1118","612","2002","ZCTA5 92661"
"8600000US92662","2756","882","565","1309","ZCTA5 92662"
"8600000US92663","21296","7672","2250","11374","ZCTA5 92663"
"8600000US92672","34290","14448","3357","16485","ZCTA5 92672"
"8600000US92673","29210","21257","2093","5860","ZCTA5 92673"
"8600000US92675","34644","20126","3996","10522","ZCTA5 92675"
"8600000US92676","1936","1293","229","414","ZCTA5 92676"
"8600000US92677","63049","39872","5177","18000","ZCTA5 92677"
"8600000US92678","463","316","31","116","ZCTA5 92678"
"8600000US92679","32453","27037","1795","3621","ZCTA5 92679"
"8600000US92683","89077","40568","10830","37679","ZCTA5 92683"
"8600000US92688","43790","30172","1188","12430","ZCTA5 92688"
"8600000US92691","46663","32086","3830","10747","ZCTA5 92691"
"8600000US92692","47199","32662","4425","10112","ZCTA5 92692"
"8600000US92694","21944","16548","414","4982","ZCTA5 92694"
"8600000US92701","53227","13957","1716","37554","ZCTA5 92701"
"8600000US92703","62855","25043","5860","31952","ZCTA5 92703"
"8600000US92704","87983","40017","8516","39450","ZCTA5 92704"
"8600000US92705","44240","23246","5376","15618","ZCTA5 92705"
"8600000US92706","36116","16226","2067","17823","ZCTA5 92706"
"8600000US92707","58867","29774","3603","25490","ZCTA5 92707"
"8600000US92708","55567","33138","7559","14870","ZCTA5 92708"
"8600000US92780","57326","21620","3925","31781","ZCTA5 92780"
"8600000US92782","23032","13907","1360","7765","ZCTA5 92782"
"8600000US92801","61549","20265","3341","37943","ZCTA5 92801"
"8600000US92802","42252","13668","2548","26036","ZCTA5 92802"
"8600000US92804","84258","33378","5341","45539","ZCTA5 92804"
"8600000US92805","69632","26422","3388","39822","ZCTA5 92805"
"8600000US92806","36906","14557","2779","19570","ZCTA5 92806"
"8600000US92807","36099","25015","3812","7272","ZCTA5 92807"
"8600000US92808","20039","15031","1292","3716","ZCTA5 92808"
"8600000US92821","35464","19712","3805","11947","ZCTA5 92821"
"8600000US92823","3613","2872","378","363","ZCTA5 92823"
"8600000US92831","32773","11480","2411","18882","ZCTA5 92831"
"8600000US92832","24132","8208","1647","14277","ZCTA5 92832"
"8600000US92833","51266","27025","4458","19783","ZCTA5 92833"
"8600000US92835","23485","14425","3245","5815","ZCTA5 92835"
"8600000US92840","53623","26687","4754","22182","ZCTA5 92840"
"8600000US92841","32262","15412","3032","13818","ZCTA5 92841"
"8600000US92843","44821","19131","3969","21721","ZCTA5 92843"
"8600000US92844","23894","9376","1455","13063","ZCTA5 92844"
"8600000US92845","16259","11184","2207","2868","ZCTA5 92845"
"8600000US92860","22801","16712","1970","4119","ZCTA5 92860"
"8600000US92861","5736","4313","1142","281","ZCTA5 92861"
"8600000US92865","19553","10538","1801","7214","ZCTA5 92865"
"8600000US92866","14738","4634","892","9212","ZCTA5 92866"
"8600000US92867","42461","23230","4044","15187","ZCTA5 92867"
"8600000US92868","21835","7118","1129","13588","ZCTA5 92868"
"8600000US92869","36825","23106","3505","10214","ZCTA5 92869"
"8600000US92870","51665","27992","4953","18720","ZCTA5 92870"
"8600000US92879","46534","25245","3025","18264","ZCTA5 92879"
"8600000US92880","58689","45318","2009","11362","ZCTA5 92880"
"8600000US92881","30937","23595","1861","5481","ZCTA5 92881"
"8600000US92882","67710","40379","3855","23476","ZCTA5 92882"
"8600000US92883","29296","23366","1569","4361","ZCTA5 92883"
"8600000US92886","46419","34224","4957","7238","ZCTA5 92886"
"8600000US92887","19952","15458","1749","2745","ZCTA5 92887"
"8600000US93001","32534","11333","3109","18092","ZCTA5 93001"
"8600000US93003","48446","23147","5813","19486","ZCTA5 93003"
"8600000US93004","29077","16580","2891","9606","ZCTA5 93004"
"8600000US93010","42188","23532","4670","13986","ZCTA5 93010"
"8600000US93012","33605","22104","3874","7627","ZCTA5 93012"
"8600000US93013","16023","6233","1799","7991","ZCTA5 93013"
"8600000US93015","17168","8660","1641","6867","ZCTA5 93015"
"8600000US93021","36422","25637","2270","8515","ZCTA5 93021"
"8600000US93022","6096","3612","768","1716","ZCTA5 93022"
"8600000US93023","20200","10133","3366","6701","ZCTA5 93023"
"8600000US93030","58733","25201","3223","30309","ZCTA5 93030"
"8600000US93033","82067","38522","6884","36661","ZCTA5 93033"
"8600000US93035","27677","15000","2336","10341","ZCTA5 93035"
"8600000US93036","41582","19808","3288","18486","ZCTA5 93036"
"8600000US93040","2031","1017","137","877","ZCTA5 93040"
"8600000US93041","22549","8361","1401","12787","ZCTA5 93041"
"8600000US93042","0","0","0","0","ZCTA5 93042"
"8600000US93043","89","75","4","10","ZCTA5 93043"
"8600000US93060","32331","13038","3837","15456","ZCTA5 93060"
"8600000US93063","54057","37091","4422","12544","ZCTA5 93063"
"8600000US93064","40","4","0","36","ZCTA5 93064"
"8600000US93065","72151","48823","4930","18398","ZCTA5 93065"
"8600000US93066","3102","1582","440","1080","ZCTA5 93066"
"8600000US93067","895","295","116","484","ZCTA5 93067"
"8600000US93101","31211","5904","1224","24083","ZCTA5 93101"
"8600000US93103","19704","5962","2003","11739","ZCTA5 93103"
"8600000US93105","24286","10651","3341","10294","ZCTA5 93105"
"8600000US93108","10170","5264","2434","2472","ZCTA5 93108"
"8600000US93109","10835","4700","1703","4432","ZCTA5 93109"
"8600000US93110","15578","7204","2504","5870","ZCTA5 93110"
"8600000US93111","17119","9693","2512","4914","ZCTA5 93111"
"8600000US93117","45160","13539","3269","28352","ZCTA5 93117"
"8600000US93201","1348","395","324","629","ZCTA5 93201"
"8600000US93202","4143","2353","290","1500","ZCTA5 93202"
"8600000US93203","20589","9339","1795","9455","ZCTA5 93203"
"8600000US93204","9106","3253","835","5018","ZCTA5 93204"
"8600000US93205","2113","701","794","618","ZCTA5 93205"
"8600000US93206","2300","606","322","1372","ZCTA5 93206"
"8600000US93207","263","128","99","36","ZCTA5 93207"
"8600000US93208","104","49","31","24","ZCTA5 93208"
"8600000US93210","13159","5461","1475","6223","ZCTA5 93210"
"8600000US93212","13834","5892","1442","6500","ZCTA5 93212"
"8600000US93215","44762","21843","3594","19325","ZCTA5 93215"
"8600000US93218","994","501","156","337","ZCTA5 93218"
"8600000US93219","10194","3968","1210","5016","ZCTA5 93219"
"8600000US93220","211","16","33","162","ZCTA5 93220"
"8600000US93221","14828","7903","1677","5248","ZCTA5 93221"
"8600000US93222","2099","1334","370","395","ZCTA5 93222"
"8600000US93223","10604","5642","895","4067","ZCTA5 93223"
"8600000US93224","451","155","197","99","ZCTA5 93224"
"8600000US93225","5077","2748","694","1635","ZCTA5 93225"
"8600000US93226","282","80","90","112","ZCTA5 93226"
"8600000US93230","64349","30847","6469","27033","ZCTA5 93230"
"8600000US93234","6987","1874","516","4597","ZCTA5 93234"
"8600000US93235","4559","2194","576","1789","ZCTA5 93235"
"8600000US93238","1482","540","556","386","ZCTA5 93238"
"8600000US93239","1659","362","218","1079","ZCTA5 93239"
"8600000US93240","5988","2195","1760","2033","ZCTA5 93240"
"8600000US93241","17488","6205","2045","9238","ZCTA5 93241"
"8600000US93242","3468","1245","472","1751","ZCTA5 93242"
"8600000US93243","1699","756","408","535","ZCTA5 93243"
"8600000US93244","534","247","122","165","ZCTA5 93244"
"8600000US93245","35444","14225","2981","18238","ZCTA5 93245"
"8600000US93247","17327","7812","1702","7813","ZCTA5 93247"
"8600000US93249","2739","690","310","1739","ZCTA5 93249"
"8600000US93250","12290","5787","1000","5503","ZCTA5 93250"
"8600000US93251","270","57","75","138","ZCTA5 93251"
"8600000US93252","1818","505","507","806","ZCTA5 93252"
"8600000US93254","811","303","132","376","ZCTA5 93254"
"8600000US93255","614","219","236","159","ZCTA5 93255"
"8600000US93256","5753","1774","716","3263","ZCTA5 93256"
"8600000US93257","73739","33216","7820","32703","ZCTA5 93257"
"8600000US93258","2046","697","232","1117","ZCTA5 93258"
"8600000US93260","200","85","78","37","ZCTA5 93260"
"8600000US93261","3099","1053","208","1838","ZCTA5 93261"
"8600000US93262","3","0","0","3","ZCTA5 93262"
"8600000US93263","18917","9230","1656","8031","ZCTA5 93263"
"8600000US93265","3611","2085","764","762","ZCTA5 93265"
"8600000US93266","1587","673","212","702","ZCTA5 93266"
"8600000US93267","6237","2634","926","2677","ZCTA5 93267"
"8600000US93268","16152","6499","2062","7591","ZCTA5 93268"
"8600000US93270","5817","2294","941","2582","ZCTA5 93270"
"8600000US93271","2271","1171","487","613","ZCTA5 93271"
"8600000US93272","3583","1065","443","2075","ZCTA5 93272"
"8600000US93274","69421","31986","6354","31081","ZCTA5 93274"
"8600000US93276","161","62","41","58","ZCTA5 93276"
"8600000US93277","50255","24045","5514","20696","ZCTA5 93277"
"8600000US93280","21432","9247","1794","10391","ZCTA5 93280"
"8600000US93283","2040","678","888","474","ZCTA5 93283"
"8600000US93285","2535","712","1187","636","ZCTA5 93285"
"8600000US93286","9548","4298","1048","4202","ZCTA5 93286"
"8600000US93287","119","60","43","16","ZCTA5 93287"
"8600000US93291","50970","26627","3695","20648","ZCTA5 93291"
"8600000US93292","38639","19965","3420","15254","ZCTA5 93292"
"8600000US93301","11922","2389","1137","8396","ZCTA5 93301"
"8600000US93304","48292","18641","3686","25965","ZCTA5 93304"
"8600000US93305","36363","11206","2512","22645","ZCTA5 93305"
"8600000US93306","64195","33294","6738","24163","ZCTA5 93306"
"8600000US93307","82304","35618","6883","39803","ZCTA5 93307"
"8600000US93308","50597","20824","5410","24363","ZCTA5 93308"
"8600000US93309","57886","22704","4947","30235","ZCTA5 93309"
"8600000US93311","40457","27281","2562","10614","ZCTA5 93311"
"8600000US93312","56641","41004","3366","12271","ZCTA5 93312"
"8600000US93313","43456","30077","2661","10718","ZCTA5 93313"
"8600000US93314","22369","17149","2248","2972","ZCTA5 93314"
"8600000US93401","27520","9836","3259","14425","ZCTA5 93401"
"8600000US93402","14233","7129","2246","4858","ZCTA5 93402"
"8600000US93405","21299","5502","2190","13607","ZCTA5 93405"
"8600000US93410","0","0","0","0","ZCTA5 93410"
"8600000US93420","28231","14985","4687","8559","ZCTA5 93420"
"8600000US93422","29987","16433","3360","10194","ZCTA5 93422"
"8600000US93424","1261","529","292","440","ZCTA5 93424"
"8600000US93426","1275","563","307","405","ZCTA5 93426"
"8600000US93427","5503","2923","674","1906","ZCTA5 93427"
"8600000US93428","6313","2825","1352","2136","ZCTA5 93428"
"8600000US93429","154","35","40","79","ZCTA5 93429"
"8600000US93430","2957","1066","658","1233","ZCTA5 93430"
"8600000US93432","1384","730","216","438","ZCTA5 93432"
"8600000US93433","12972","4428","1280","7264","ZCTA5 93433"
"8600000US93434","7110","2993","495","3622","ZCTA5 93434"
"8600000US93436","50293","22043","5134","23116","ZCTA5 93436"
"8600000US93437","2952","13","12","2927","ZCTA5 93437"
"8600000US93440","2042","924","270","848","ZCTA5 93440"
"8600000US93441","1241","714","159","368","ZCTA5 93441"
"8600000US93442","10628","3653","1931","5044","ZCTA5 93442"
"8600000US93444","19233","11141","2469","5623","ZCTA5 93444"
"8600000US93445","7171","2507","853","3811","ZCTA5 93445"
"8600000US93446","43542","22613","4635","16294","ZCTA5 93446"
"8600000US93449","7647","3125","1538","2984","ZCTA5 93449"
"8600000US93450","740","128","72","540","ZCTA5 93450"
"8600000US93451","3762","2066","395","1301","ZCTA5 93451"
"8600000US93452","522","92","64","366","ZCTA5 93452"
"8600000US93453","2899","1331","558","1010","ZCTA5 93453"
"8600000US93454","35947","14863","2822","18262","ZCTA5 93454"
"8600000US93455","41350","25043","5777","10530","ZCTA5 93455"
"8600000US93458","55126","19804","3422","31900","ZCTA5 93458"
"8600000US93460","5223","2865","858","1500","ZCTA5 93460"
"8600000US93461","1617","721","146","750","ZCTA5 93461"
"8600000US93463","7591","3785","1035","2771","ZCTA5 93463"
"8600000US93465","9059","5335","1122","2602","ZCTA5 93465"
"8600000US93501","5467","1887","956","2624","ZCTA5 93501"
"8600000US93505","11424","5640","882","4902","ZCTA5 93505"
"8600000US93510","7807","6100","861","846","ZCTA5 93510"
"8600000US93512","277","89","98","90","ZCTA5 93512"
"8600000US93513","1738","589","741","408","ZCTA5 93513"
"8600000US93514","13597","5274","3676","4647","ZCTA5 93514"
"8600000US93516","2299","808","452","1039","ZCTA5 93516"
"8600000US93517","653","311","108","234","ZCTA5 93517"
"8600000US93518","1146","562","397","187","ZCTA5 93518"
"8600000US93519","101","34","54","13","ZCTA5 93519"
"8600000US93522","48","2","39","7","ZCTA5 93522"
"8600000US93523","3074","499","229","2346","ZCTA5 93523"
"8600000US93524","0","0","0","0","ZCTA5 93524"
"8600000US93526","653","200","252","201","ZCTA5 93526"
"8600000US93527","2387","1086","743","558","ZCTA5 93527"
"8600000US93528","172","45","92","35","ZCTA5 93528"
"8600000US93529","631","238","89","304","ZCTA5 93529"
"8600000US93530","47","4","35","8","ZCTA5 93530"
"8600000US93531","509","364","66","79","ZCTA5 93531"
"8600000US93532","2648","1802","235","611","ZCTA5 93532"
"8600000US93534","38401","13587","2552","22262","ZCTA5 93534"
"8600000US93535","71102","36588","7645","26869","ZCTA5 93535"
"8600000US93536","64439","43082","4308","17049","ZCTA5 93536"
"8600000US93541","440","164","99","177","ZCTA5 93541"
"8600000US93543","13030","8179","1302","3549","ZCTA5 93543"
"8600000US93544","1253","603","374","276","ZCTA5 93544"
"8600000US93545","2019","502","557","960","ZCTA5 93545"
"8600000US93546","9405","3567","956","4882","ZCTA5 93546"
"8600000US93549","344","115","80","149","ZCTA5 93549"
"8600000US93550","74753","37292","4021","33440","ZCTA5 93550"
"8600000US93551","50730","37649","3368","9713","ZCTA5 93551"
"8600000US93552","38107","26658","1673","9776","ZCTA5 93552"
"8600000US93553","2135","1159","318","658","ZCTA5 93553"
"8600000US93554","72","16","48","8","ZCTA5 93554"
"8600000US93555","32364","15127","5362","11875","ZCTA5 93555"
"8600000US93558","125","18","87","20","ZCTA5 93558"
"8600000US93560","18905","10807","2108","5990","ZCTA5 93560"
"8600000US93561","28669","16585","3936","8148","ZCTA5 93561"
"8600000US93562","1818","486","612","720","ZCTA5 93562"
"8600000US93563","261","155","49","57","ZCTA5 93563"
"8600000US93591","7266","4326","640","2300","ZCTA5 93591"
"8600000US93592","64","14","38","12","ZCTA5 93592"
"8600000US93601","1903","986","485","432","ZCTA5 93601"
"8600000US93602","3728","1933","918","877","ZCTA5 93602"
"8600000US93603","222","58","67","97","ZCTA5 93603"
"8600000US93604","674","236","242","196","ZCTA5 93604"
"8600000US93605","175","15","32","128","ZCTA5 93605"
"8600000US93606","1217","528","214","475","ZCTA5 93606"
"8600000US93608","1109","243","106","760","ZCTA5 93608"
"8600000US93609","5608","2295","604","2709","ZCTA5 93609"
"8600000US93610","16424","6653","1671","8100","ZCTA5 93610"
"8600000US93611","45333","30926","3378","11029","ZCTA5 93611"
"8600000US93612","35258","10834","2868","21556","ZCTA5 93612"
"8600000US93614","11644","6692","2813","2139","ZCTA5 93614"
"8600000US93615","6042","2076","613","3353","ZCTA5 93615"
"8600000US93616","2621","1023","341","1257","ZCTA5 93616"
"8600000US93618","28063","12603","2879","12581","ZCTA5 93618"
"8600000US93619","28929","22532","2713","3684","ZCTA5 93619"
"8600000US93620","9563","4198","1138","4227","ZCTA5 93620"
"8600000US93621","464","191","168","105","ZCTA5 93621"
"8600000US93622","9568","3885","869","4814","ZCTA5 93622"
"8600000US93623","69","29","16","24","ZCTA5 93623"
"8600000US93624","1025","47","98","880","ZCTA5 93624"
"8600000US93625","7219","3667","780","2772","ZCTA5 93625"
"8600000US93626","1356","794","299","263","ZCTA5 93626"
"8600000US93627","123","1","13","109","ZCTA5 93627"
"8600000US93628","327","20","24","283","ZCTA5 93628"
"8600000US93630","19143","8722","1860","8561","ZCTA5 93630"
"8600000US93631","15854","8161","2031","5662","ZCTA5 93631"
"8600000US93633","25","0","0","25","ZCTA5 93633"
"8600000US93634","33","8","3","22","ZCTA5 93634"
"8600000US93635","38558","18915","2955","16688","ZCTA5 93635"
"8600000US93636","11860","8540","1679","1641","ZCTA5 93636"
"8600000US93637","37674","16866","3161","17647","ZCTA5 93637"
"8600000US93638","48059","21016","3598","23445","ZCTA5 93638"
"8600000US93640","11858","4438","876","6544","ZCTA5 93640"
"8600000US93641","519","183","189","147","ZCTA5 93641"
"8600000US93643","3171","1337","954","880","ZCTA5 93643"
"8600000US93644","8574","3829","2021","2724","ZCTA5 93644"
"8600000US93645","318","133","120","65","ZCTA5 93645"
"8600000US93646","10557","3550","890","6117","ZCTA5 93646"
"8600000US93647","11874","4805","1194","5875","ZCTA5 93647"
"8600000US93648","15712","6431","1064","8217","ZCTA5 93648"
"8600000US93650","4054","966","586","2502","ZCTA5 93650"
"8600000US93651","1674","1055","332","287","ZCTA5 93651"
"8600000US93652","415","129","51","235","ZCTA5 93652"
"8600000US93653","1229","523","402","304","ZCTA5 93653"
"8600000US93654","29498","14040","3188","12270","ZCTA5 93654"
"8600000US93656","6297","2338","830","3129","ZCTA5 93656"
"8600000US93657","34847","17168","4008","13671","ZCTA5 93657"
"8600000US93660","4675","1912","214","2549","ZCTA5 93660"
"8600000US93662","30053","13340","3284","13429","ZCTA5 93662"
"8600000US93664","585","307","137","141","ZCTA5 93664"
"8600000US93665","472","192","125","155","ZCTA5 93665"
"8600000US93666","692","84","112","496","ZCTA5 93666"
"8600000US93667","2604","1420","547","637","ZCTA5 93667"
"8600000US93668","1106","452","160","494","ZCTA5 93668"
"8600000US93669","295","118","94","83","ZCTA5 93669"
"8600000US93673","713","206","176","331","ZCTA5 93673"
"8600000US93675","3719","2212","903","604","ZCTA5 93675"
"8600000US93701","12489","1754","430","10305","ZCTA5 93701"
"8600000US93702","48118","14715","3226","30177","ZCTA5 93702"
"8600000US93703","31537","10874","2117","18546","ZCTA5 93703"
"8600000US93704","27036","10886","2823","13327","ZCTA5 93704"
"8600000US93705","36597","12607","3105","20885","ZCTA5 93705"
"8600000US93706","39727","11837","4079","23811","ZCTA5 93706"
"8600000US93710","28546","9528","2681","16337","ZCTA5 93710"
"8600000US93711","36593","18591","5252","12750","ZCTA5 93711"
"8600000US93720","44864","24789","4097","15978","ZCTA5 93720"
"8600000US93721","3802","426","145","3231","ZCTA5 93721"
"8600000US93722","76142","40728","4687","30727","ZCTA5 93722"
"8600000US93723","9503","6488","913","2102","ZCTA5 93723"
